DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude

0;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
50;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;232;;;;;;;;;;;;;;;;;
100;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1230;1;0;K1; ран;»—“»Ќј;;;;;;;;;;;;;;;;;; ран (камера запуска) - 107,5 км;;;
2480;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
2530;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
2580;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,48;;;;;;;;;;;;;;;;
3540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
3590;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;232;;;;;;;;;;;;;;;;;
3640;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,12;;;;;;;;;;;;;;;;
4270;1;3;;ќтвод-врезка;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 35 мм, 12 час.;;;
4950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
4960;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;1506; 0,0 ; 0,0 ;3,17;7,24;;;0;;;;;;;;;;;;
5000;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,48;;;;;;;;;;;;;;;;
5380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
5430;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
6840;1;4;;“ройник;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 1400 мм, 3 час.;;;
8320;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
8370;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,17;;;;;;;;;;;;;;;;
8610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
8660;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
8710;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,42;;;;;;;;;;;;;;;;
10140;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
10190;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,00;;;;;;;;;;;;;;;;
11530;1;3;;ќтвод-врезка;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 20 мм, 12 час.;;;
17910;1;3;;ќтвод-врезка;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 75 мм, 12 час.;;;
21470;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
21520;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,35;;;;;;;;;;;;;;;;
33010;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
33060;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,41;;;;;;;;;;;;;;;;
43960;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
44010;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,00;;;;;;;;;;;;;;;;
55280;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
55330;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,54;;;;;;;;;;;;;;;;
66480;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
66530;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
70620;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
70670;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,30;;;;;;;;;;;;;;;;
72630;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
72680;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
73760;1;4;;“ройник;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 1400 мм, 9 час.;;;
74880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
74930;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,42;;;;;;;;;;;;;;;;
76420;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
76470;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,30;;;;;;;;;;;;;;;;
77690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
77740;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,12;;;;;;;;;;;;;;;;
88760;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
88810;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,48;;;;;;;;;;;;;;;;
98960;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
99010;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
110480;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
110530;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,35;;;;;;;;;;;;;;;;
122060;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
122110;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,30;;;;;;;;;;;;;;;;
132930;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
132980;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,42;;;;;;;;;;;;;;;;
144040;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
144090;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,42;;;;;;;;;;;;;;;;
154890;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
154940;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,42;;;;;;;;;;;;;;;;
165500;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
165550;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,05;;;;;;;;;;;;;;;;
176420;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
176470;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,30;;;;;;;;;;;;;;;;
187690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
187740;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,05;;;;;;;;;;;;;;;;
199250;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
199300;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,17;;;;;;;;;;;;;;;;
210330;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
210380;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,47;;;;;;;;;;;;;;;;
221400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
221450;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,05;;;;;;;;;;;;;;;;
232900;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
232950;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,18;;;;;;;;;;;;;;;;
243490;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
243540;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,48;;;;;;;;;;;;;;;;
254370;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
254420;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
265690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
265740;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
276940;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
276990;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,42;;;;;;;;;;;;;;;;
288570;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
288590;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;251; 0,0 ; 0,0 ;3,00;3,42;;;0;;;;;;;;;;;;
288620;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,11;;;;;;;;;;;;;;;;
299800;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
299850;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,12;;;;;;;;;;;;;;;;
310770;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
310820;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,30;;;;;;;;;;;;;;;;
321720;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
321740;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;475; 0,0 ; 0,0 ;5,17;6,30;;;0;;;;;;;;;;;;
321770;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
333090;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
333140;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,54;;;;;;;;;;;;;;;;
343980;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
344030;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,30;;;;;;;;;;;;;;;;
354570;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;281; 0,0 ; 0,0 ;11,11;12,00;;;0;;;;;;;;;;;;
354590;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
354640;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,05;;;;;;;;;;;;;;;;
365970;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
366020;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,42;;;;;;;;;;;;;;;;
377210;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
377260;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,30;;;;;;;;;;;;;;;;
388860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
388910;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,30;;;;;;;;;;;;;;;;
400500;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
400550;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
400600;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,24;;;;;;;;;;;;;;;;
412130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
412180;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
412230;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,54;;;;;;;;;;;;;;;;
423750;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
423800;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
423850;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
435360;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
435410;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,47;;;;;;;;;;;;;;;;
446280;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
446330;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,24;;;;;;;;;;;;;;;;
457880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
457930;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,24;;;;;;;;;;;;;;;;
469170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
469220;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
480540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
480590;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,36;;;;;;;;;;;;;;;;
491990;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;233; 0,0 ; 0,0 ;8,05;8,41;;;0;;;;;;;;;ѕодгиб кромки.;;;
492000;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
492050;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
492100;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,35;;;;;;;;;;;;;;;;
503310;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
503360;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
514809;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
514859;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,00;;;;;;;;;;;;;;;;
525930;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
525980;4;0;;ѕродольный шов;Ћќ∆№;;;;;1,06;;;;;;;;;;;;;;;;
537140;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
537190;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,54;;;;;;;;;;;;;;;;
548440;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
548490;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,05;;;;;;;;;;;;;;;;
559490;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
559540;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,18;;;;;;;;;;;;;;;;
570830;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
570880;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,11;;;;;;;;;;;;;;;;
582210;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
582260;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,11;;;;;;;;;;;;;;;;
593630;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;218; 0,0 ; 0,0 ;6,54;7,30;;;0;;;;;;;;;;;;
593650;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
593700;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
604770;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
604780;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;672; 0,0 ; 0,0 ;5,47;7,35;;;0;;;;;;;;;»меютс€ признаки смещени€ кромок.;;;
604820;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,12;;;;;;;;;;;;;;;;
615830;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
615880;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,54;;;;;;;;;;;;;;;;
627400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
627450;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,54;;;;;;;;;;;;;;;;
637030;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
637080;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,05;;;;;;;;;;;;;;;;
648580;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
648630;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,06;;;;;;;;;;;;;;;;
660140;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
660190;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,24;;;;;;;;;;;;;;;;
671830;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
671880;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,24;;;;;;;;;;;;;;;;
682550;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
682600;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,17;;;;;;;;;;;;;;;;
693850;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
693900;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,35;;;;;;;;;;;;;;;;
705550;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
705600;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,48;;;;;;;;;;;;;;;;
717190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
717240;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,00;;;;;;;;;;;;;;;;
728810;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
728860;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,42;;;;;;;;;;;;;;;;
740430;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
740480;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,12;;;;;;;;;;;;;;;;
752100;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
752150;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,54;;;;;;;;;;;;;;;;
763360;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
763410;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,30;;;;;;;;;;;;;;;;
774810;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
774860;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,47;;;;;;;;;;;;;;;;
786490;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
786540;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,00;;;;;;;;;;;;;;;;
797750;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
797800;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,41;;;;;;;;;;;;;;;;
809380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
809430;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
809610;2;7;;«аводской дефект;Ћќ∆№;85;460; 0,0 ; 0,0 ;2,30;3,47;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
811440;2;7;;«аводской дефект;Ћќ∆№;80;545; 0,0 ; 0,0 ;3,06;4,35;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
811910;2;7;;«аводской дефект;Ћќ∆№;120;640; 0,0 ; 0,0 ;3,53;5,35;;;0;;;;;;;;;Ёквивалент потери металла 13%.;;;
813520;2;7;;«аводской дефект;Ћќ∆№;125;505; 0,0 ; 0,0 ;4,47;6,12;;;0;;;;;;;;;Ёквивалент потери металла 12%.;;;
813990;2;7;;«аводской дефект;Ћќ∆№;85;805; 0,0 ; 0,0 ;5,00;7,12;;;0;;;;;;;;;Ёквивалент потери металла 12%.;;;
814920;2;7;;«аводской дефект;Ћќ∆№;95;725; 0,0 ; 0,0 ;5,35;7,35;;;0;;;;;;;;;Ёквивалент потери металла 14%.;;;
816980;2;7;;«аводской дефект;Ћќ∆№;110;305; 0,0 ; 0,0 ;5,00;5,47;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
820940;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
820990;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,24;;;;;;;;;;;;;;;;
832520;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
832570;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,30;;;;;;;;;;;;;;;;
844150;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
844200;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,12;;;;;;;;;;;;;;;;
855340;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
855390;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,11;;;;;;;;;;;;;;;;
858190;2;7;;«аводской дефект;Ћќ∆№;70;310; 0,0 ; 0,0 ;1,06;1,53;;;0;;;;;;;;;Ёквивалент потери металла 12%.;;;
866990;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
867040;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,42;;;;;;;;;;;;;;;;
878430;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
878480;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,00;;;;;;;;;;;;;;;;
890140;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
890190;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,17;;;;;;;;;;;;;;;;
901610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
901660;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,54;;;;;;;;;;;;;;;;
913270;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
913320;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,48;;;;;;;;;;;;;;;;
917780;2;7;;«аводской дефект;Ћќ∆№;110;625; 0,0 ; 0,0 ;9,54;11,35;;;0;;;;;;;;;Ёквивалент потери металла 10%. –€дом с указанной позицией слабые аналогичные повреждени€.;;;
924900;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
924950;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,00;;;;;;;;;;;;;;;;
936050;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
936100;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,05;;;;;;;;;;;;;;;;
947230;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
947280;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,06;;;;;;;;;;;;;;;;
958560;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
958610;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,42;;;;;;;;;;;;;;;;
969940;2;5;;јномали€ кольцевого шва GWAN;Ћќ∆№;0;239; 0,0 ; 0,0 ;3,36;4,12;;;0;;;;;;;;;;;;
969950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
970000;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,11;;;;;;;;;;;;;;;;
981610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
981660;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,12;;;;;;;;;;;;;;;;
992140;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
992190;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,00;7,00;;;;;;;;;;;;;;;
993680;2;7;;«аводской дефект;Ћќ∆№;60;340; 0,0 ; 0,0 ;9,30;10,24;;;0;;;;;;;;;Ёквивалент потери металла 15%.;;;
995580;2;7;;«аводской дефект;Ћќ∆№;365;75; 0,0 ; 0,0 ;10,05;10,18;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
996840;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
996890;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;232;;;;;;;;;;;;;;;;;
996940;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
997240;1;4;;“ройник;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 300 мм, 10.5 час.;;;
997650;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
997700;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,11;;;;;;;;;;;;;;;;
998760;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
998810;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1000150;1;0;K2; ран;»—“»Ќј;;;;;;;;;;;;;;;;;;ќхранный кран є21;;;
1001600;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1001650;4;0;;ѕродольный шов;Ћќ∆№;;;;;4,17;;;;;;;;;;;;;;;;
1002710;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1002760;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1003090;1;4;;“ройник;Ћќ∆№;;;;;;;;;;;;;;;;;;ƒу 300 мм, 10.5 час.;;;
1003460;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1003510;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
1003560;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,36;;;;;;;;;;;;;;;;
1014120;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1014170;4;0;;ѕродольный шов;Ћќ∆№;;;;;10,00;;;;;;;;;;;;;;;;
1025530;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1025580;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
1036880;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1036930;4;0;;ѕродольный шов;Ћќ∆№;;;;;8,11;;;;;;;;;;;;;;;;
1047790;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1047840;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,30;;;;;;;;;;;;;;;;
1059000;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1059050;4;0;;ѕродольный шов;Ћќ∆№;;;;;11,35;;;;;;;;;;;;;;;;
1068980;2;7;;«аводской дефект;Ћќ∆№;30;190; 0,0 ; 0,0 ;6,17;6,47;;;0;;;;;;;;;"ћеталлургический дефект; Ёквивалент потери металла 13%. »меютс€ признаки механического повреждени€.";;;
1070130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1070180;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,06;;;;;;;;;;;;;;;;
1081740;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1081790;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,53;;;;;;;;;;;;;;;;
1093380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1093430;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,17;;;;;;;;;;;;;;;;
1096250;2;7;;«аводской дефект;Ћќ∆№;105;450; 0,0 ; 0,0 ;8,11;9,24;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
1098540;2;7;;«аводской дефект;Ћќ∆№;95;455; 0,0 ; 0,0 ;7,54;9,11;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
1103850;2;7;;«аводской дефект;Ћќ∆№;90;295; 0,0 ; 0,0 ;9,00;9,48;;;0;;;;;;;;;Ёквивалент потери металла 10%.;;;
1105040;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1105090;4;0;;ѕродольный шов;Ћќ∆№;;;;;2,17;;;;;;;;;;;;;;;;
1108980;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1109030;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;232;;;;;;;;;;;;;;;;;
1109080;4;2;;÷ельнот€нута€ труба;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
1109240;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
