DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude
125995230;4;3;;—пиральный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
125995280;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
125995330;4;3;;—пиральный шов;Ћќ∆№;;;;;9,41;;;;;;;;;;;;;;;;
126006140;4;3;;—пиральный шов;Ћќ∆№;;;;;4,35;;;;;;;;;;;;;;;;
126006190;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126006240;4;3;;—пиральный шов;Ћќ∆№;;;;;2,06;;;;;;;;;;;;;;;;
126017640;4;3;;—пиральный шов;Ћќ∆№;;;;;11,30;;;;;;;;;;;;;;;;
126017690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126017740;4;3;;—пиральный шов;Ћќ∆№;;;;;5,54;;;;;;;;;;;;;;;;
126028650;4;3;;—пиральный шов;Ћќ∆№;;;;;1,18;;;;;;;;;;;;;;;;
126028700;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126028750;4;3;;—пиральный шов;Ћќ∆№;;;;;10,41;;;;;;;;;;;;;;;;
126039720;4;3;;—пиральный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
126039770;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126039820;4;3;;—пиральный шов;Ћќ∆№;;;;;8,54;;;;;;;;;;;;;;;;
126050990;4;3;;—пиральный шов;Ћќ∆№;;;;;5,24;;;;;;;;;;;;;;;;
126051040;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126051090;4;3;;—пиральный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
126061610;4;3;;—пиральный шов;Ћќ∆№;;;;;6,30;;;;;;;;;;;;;;;;
126061660;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126061710;4;3;;—пиральный шов;Ћќ∆№;;;;;7,42;;;;;;;;;;;;;;;;
126073080;4;3;;—пиральный шов;Ћќ∆№;;;;;5,05;;;;;;;;;;;;;;;;
126073130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126073180;4;3;;—пиральный шов;Ћќ∆№;;;;;4,00;;;;;;;;;;;;;;;;
126084560;4;3;;—пиральный шов;Ћќ∆№;;;;;1,30;;;;;;;;;;;;;;;;
126084610;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126084660;4;3;;—пиральный шов;Ћќ∆№;;;;;1,18;;;;;;;;;;;;;;;;
126096040;4;3;;—пиральный шов;Ћќ∆№;;;;;10,41;;;;;;;;;;;;;;;;
126096090;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126096140;4;3;;—пиральный шов;Ћќ∆№;;;;;8,05;;;;;;;;;;;;;;;;
126107540;4;3;;—пиральный шов;Ћќ∆№;;;;;5,30;;;;;;;;;;;;;;;;
126107590;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126107640;4;3;;—пиральный шов;Ћќ∆№;;;;;7,12;;;;;;;;;;;;;;;;
126118410;4;3;;—пиральный шов;Ћќ∆№;;;;;2,17;;;;;;;;;;;;;;;;
126118460;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126118510;4;3;;—пиральный шов;Ћќ∆№;;;;;2,36;;;;;;;;;;;;;;;;
126129900;4;3;;—пиральный шов;Ћќ∆№;;;;;12,06;;;;;;;;;;;;;;;;
126129950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126130000;4;3;;—пиральный шов;Ћќ∆№;;;;;5,35;;;;;;;;;;;;;;;;
126141280;4;3;;—пиральный шов;Ћќ∆№;;;;;2,36;;;;;;;;;;;;;;;;
126141330;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126141380;4;3;;—пиральный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
126152760;4;3;;—пиральный шов;Ћќ∆№;;;;;1,42;;;;;;;;;;;;;;;;
126152810;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126152860;4;3;;—пиральный шов;Ћќ∆№;;;;;2,47;;;;;;;;;;;;;;;;
126163920;4;3;;—пиральный шов;Ћќ∆№;;;;;11,00;;;;;;;;;;;;;;;;
126163970;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126164020;4;3;;—пиральный шов;Ћќ∆№;;;;;5,35;;;;;;;;;;;;;;;;
126175360;4;3;;—пиральный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
126175410;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126175460;4;3;;—пиральный шов;Ћќ∆№;;;;;1,48;;;;;;;;;;;;;;;;
126186700;4;3;;—пиральный шов;Ћќ∆№;;;;;10,41;;;;;;;;;;;;;;;;
126186750;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126186800;4;3;;—пиральный шов;Ћќ∆№;;;;;4,54;;;;;;;;;;;;;;;;
126197330;4;3;;—пиральный шов;Ћќ∆№;;;;;11,05;;;;;;;;;;;;;;;;
126197380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126197430;4;3;;—пиральный шов;Ћќ∆№;;;;;2,06;;;;;;;;;;;;;;;;
126208710;4;3;;—пиральный шов;Ћќ∆№;;;;;11,11;;;;;;;;;;;;;;;;
126208760;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126208810;4;3;;—пиральный шов;Ћќ∆№;;;;;6,30;;;;;;;;;;;;;;;;
126220150;4;3;;—пиральный шов;Ћќ∆№;;;;;3,53;;;;;;;;;;;;;;;;
126220200;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126220250;4;3;;—пиральный шов;Ћќ∆№;;;;;7,30;;;;;;;;;;;;;;;;
126230330;4;3;;—пиральный шов;Ћќ∆№;;;;;11,54;;;;;;;;;;;;;;;;
126230380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126230430;4;3;;—пиральный шов;Ћќ∆№;;;;;7,12;;;;;;;;;;;;;;;;
126241770;4;3;;—пиральный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
126241820;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126241870;4;3;;—пиральный шов;Ћќ∆№;;;;;10,11;;;;;;;;;;;;;;;;
126252320;4;3;;—пиральный шов;Ћќ∆№;;;;;4,12;;;;;;;;;;;;;;;;
126252370;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126252420;4;3;;—пиральный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
126263780;4;3;;—пиральный шов;Ћќ∆№;;;;;1,42;;;;;;;;;;;;;;;;
126263830;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126263880;4;3;;—пиральный шов;Ћќ∆№;;;;;3,53;;;;;;;;;;;;;;;;
126275080;4;3;;—пиральный шов;Ћќ∆№;;;;;12,48;;;;;;;;;;;;;;;;
126275130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126275180;4;3;;—пиральный шов;Ћќ∆№;;;;;12,48;;;;;;;;;;;;;;;;
126286510;4;3;;—пиральный шов;Ћќ∆№;;;;;10,05;;;;;;;;;;;;;;;;
126286560;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126286610;4;3;;—пиральный шов;Ћќ∆№;;;;;8,54;;;;;;;;;;;;;;;;
126297960;4;3;;—пиральный шов;Ћќ∆№;;;;;6,17;;;;;;;;;;;;;;;;
126298010;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126298060;4;3;;—пиральный шов;Ћќ∆№;;;;;4,42;;;;;;;;;;;;;;;;
126309400;4;3;;—пиральный шов;Ћќ∆№;;;;;2,00;;;;;;;;;;;;;;;;
126309450;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126309500;4;3;;—пиральный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
126320980;4;3;;—пиральный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
126321030;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126321080;4;3;;—пиральный шов;Ћќ∆№;;;;;11,41;;;;;;;;;;;;;;;;
126331790;4;3;;—пиральный шов;Ћќ∆№;;;;;6,42;;;;;;;;;;;;;;;;
126331840;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126331890;4;3;;—пиральный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
126333900;4;3;;—пиральный шов;Ћќ∆№;;;;;6,00;;;;;;;;;;;;;;;;
126333950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126334000;4;3;;—пиральный шов;Ћќ∆№;;;;;2,00;;;;;;;;;;;;;;;;
126344390;4;3;;—пиральный шов;Ћќ∆№;;;;;7,17;;;;;;;;;;;;;;;;
126344440;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126344490;4;3;;—пиральный шов;Ћќ∆№;;;;;9,24;;;;;;;;;;;;;;;;
126349060;2;0;; оррози€ ;Ћќ∆№;40;315; 10,0 ; 10,0 ;3,36;4,24;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
126355820;4;3;;—пиральный шов;Ћќ∆№;;;;;6,54;;;;;;;;;;;;;;;;
126355870;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126355920;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;168;;;;;;;;;;;;;;;;;
126355970;4;0;;ѕродольный шов;Ћќ∆№;;;;;6,54;;;;;;;;;;;;;;;;
126367280;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126367330;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
126367380;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,48;3,47;;;;;;;;;;;;;;;
126369720;2;0;; оррози€ ;Ћќ∆№;105;240; 10,0 ; 10,0 ;3,00;3,42;;;0;;;;;;;;;"ѕотер€ металла; ";;;
126378730;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126378780;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,48;6,47;;;;;;;;;;;;;;;
126385010;2;0;; оррози€ ;Ћќ∆№;90;450; 12,0 ; 12,0 ;8,24;9,35;;;0;;;;;;;;;"ѕотер€ металла; ";;;
126390240;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126390290;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,12;6,12;;;;;;;;;;;;;;;
126401540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126401590;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,24;3,23;;;;;;;;;;;;;;;
126412950;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126413000;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,18;6,17;;;;;;;;;;;;;;;
126418020;2;7;;«аводской дефект;Ћќ∆№;570;65; 0,0 ; 0,0 ;8,41;8,54;;;0;;;;;;;;;Ёквивалент потери металла 14%.;;;
126419390;2;7;;«аводской дефект;Ћќ∆№;3610;135; 0,0 ; 0,0 ;8,48;9,05;;;0;;;;;;;;;Ёквивалент потери металла 19%.;;;
126421820;2;7;;«аводской дефект;Ћќ∆№;585;70; 0,0 ; 0,0 ;6,24;6,35;;;0;;;;;;;;;Ёквивалент потери металла 20%.;;;
126422510;1;1;M29;ћаркер;»—“»Ќј;;;;;;;;;;;;;;;;;;(1 пластина);;;
126423970;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126424020;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,35;3,36;;;;;;;;;;;;;;;
126435550;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126435600;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;187;;;;;;;;;;;;;;;;;
126435650;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,53;8,54;;;;;;;;;;;;;;;
126444810;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"«аварка окна; 415 x 328 мм, 3.5 час.";;;
126447030;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126447080;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,47;8,48;;;;;;;;;;;;;;;
126458330;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126458380;3;0;;»зменение толщины стенки трубы;Ћќ∆№;;;;157;;;;;;;;;;;;;;;;;
126458430;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,30;5,30;;;;;;;;;;;;;;;
126469560;2;0;; оррози€ ;Ћќ∆№;275;70; 10,0 ; 10,0 ;3,47;4,00;;;0;;;;;;;;;"ѕотер€ металла; ";;;
126469860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126469910;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,06;8,05;;;;;;;;;;;;;;;
126470200;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126474680;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126476380;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126478230;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126481220;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126481270;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,18;3,17;;;;;;;;;;;;;;;
126481730;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126488720;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126492750;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126492800;4;0;;ѕродольный шов;Ћќ∆№;;;;;9,00;;;;;;;;;;;;;;;;
126499160;1;7;;ћесто ремонта;Ћќ∆№;;;;;;;;;;;;;;;;;;"–емонтна€ накладка, зашлифовка и т.п.; Ќаплавка.";;;
126504380;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126504430;4;3;;—пиральный шов;Ћќ∆№;;;;;12,18;;;;;;;;;;;;;;;;
126515350;4;3;;—пиральный шов;Ћќ∆№;;;;;7,54;;;;;;;;;;;;;;;;
126515400;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126515450;4;3;;—пиральный шов;Ћќ∆№;;;;;12,18;;;;;;;;;;;;;;;;
126526810;4;3;;—пиральный шов;Ћќ∆№;;;;;9,35;;;;;;;;;;;;;;;;
126526860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126526910;4;3;;—пиральный шов;Ћќ∆№;;;;;8,30;;;;;;;;;;;;;;;;
126538190;4;3;;—пиральный шов;Ћќ∆№;;;;;5,24;;;;;;;;;;;;;;;;
126538240;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126538290;4;3;;—пиральный шов;Ћќ∆№;;;;;1,53;;;;;;;;;;;;;;;;
126538900;2;0;; оррози€ ;Ћќ∆№;115;115; 11,0 ; 11,0 ;2,47;3,06;;;0;;;;;;;;;"ѕотер€ металла; ";;;
126549620;4;3;;—пиральный шов;Ћќ∆№;;;;;11,00;;;;;;;;;;;;;;;;
126549670;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126549720;4;3;;—пиральный шов;Ћќ∆№;;;;;3,06;;;;;;;;;;;;;;;;
126561100;4;3;;—пиральный шов;Ћќ∆№;;;;;12,24;;;;;;;;;;;;;;;;
126561150;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126561200;4;3;;—пиральный шов;Ћќ∆№;;;;;12,42;;;;;;;;;;;;;;;;
126572550;4;3;;—пиральный шов;Ћќ∆№;;;;;10,00;;;;;;;;;;;;;;;;
126572600;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126572650;4;3;;—пиральный шов;Ћќ∆№;;;;;5,12;;;;;;;;;;;;;;;;
126583180;4;3;;—пиральный шов;Ћќ∆№;;;;;11,11;;;;;;;;;;;;;;;;
126583230;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126583280;4;3;;—пиральный шов;Ћќ∆№;;;;;9,11;;;;;;;;;;;;;;;;
126594340;4;3;;—пиральный шов;Ћќ∆№;;;;;5,12;;;;;;;;;;;;;;;;
126594390;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126594440;4;3;;—пиральный шов;Ћќ∆№;;;;;10,11;;;;;;;;;;;;;;;;
126605820;4;3;;—пиральный шов;Ћќ∆№;;;;;7,30;;;;;;;;;;;;;;;;
126605870;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126605920;4;3;;—пиральный шов;Ћќ∆№;;;;;7,00;;;;;;;;;;;;;;;;
126617080;4;3;;—пиральный шов;Ћќ∆№;;;;;3,23;;;;;;;;;;;;;;;;
126617130;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126617180;4;3;;—пиральный шов;Ћќ∆№;;;;;7,30;;;;;;;;;;;;;;;;
126624030;2;8;;ƒополнительный металл/материал;Ћќ∆№;0;0; 0,0 ; 0,0 ;4,05;4,17;;;0;;;;;;;;;;;;
126628320;4;3;;—пиральный шов;Ћќ∆№;;;;;4,12;;;;;;;;;;;;;;;;
126628370;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126628420;4;3;;—пиральный шов;Ћќ∆№;;;;;3,12;;;;;;;;;;;;;;;;
126639170;4;3;;—пиральный шов;Ћќ∆№;;;;;9,48;;;;;;;;;;;;;;;;
126639220;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126639270;4;3;;—пиральный шов;Ћќ∆№;;;;;2,12;;;;;;;;;;;;;;;;
126650410;4;3;;—пиральный шов;Ћќ∆№;;;;;10,35;;;;;;;;;;;;;;;;
126650460;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126650510;4;3;;—пиральный шов;Ћќ∆№;;;;;2,30;;;;;;;;;;;;;;;;
126661120;4;3;;—пиральный шов;Ћќ∆№;;;;;8,54;;;;;;;;;;;;;;;;
126661170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126661220;4;3;;—пиральный шов;Ћќ∆№;;;;;1,53;;;;;;;;;;;;;;;;
126672580;4;3;;—пиральный шов;Ћќ∆№;;;;;11,11;;;;;;;;;;;;;;;;
126672630;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126672680;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;10,35;4,35;;;;;;;;;;;;;;;
126684010;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126684060;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;12,42;6,42;;;;;;;;;;;;;;;
126695420;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126695470;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;9,41;3,42;;;;;;;;;;;;;;;
126706960;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126707010;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;2,42;8,41;;;;;;;;;;;;;;;
126718340;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126718390;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;11,54;5,54;;;;;;;;;;;;;;;
126729540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126729590;4;1;;ƒвойной прод. шов;Ћќ∆№;;;;;1,00;7,00;;;;;;;;;;;;;;;
126741030;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126741080;4;0;;ѕродольный шов;Ћќ∆№;;;;;3,06;;;;;;;;;;;;;;;;
126752520;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126752570;4;3;;—пиральный шов;Ћќ∆№;;;;;12,18;;;;;;;;;;;;;;;;
126763160;4;3;;—пиральный шов;Ћќ∆№;;;;;6,35;;;;;;;;;;;;;;;;
126763210;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126763260;4;3;;—пиральный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
126774530;4;3;;—пиральный шов;Ћќ∆№;;;;;9,00;;;;;;;;;;;;;;;;
126774580;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126774630;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,12;;;;;;;;;;;;;;;;
126786170;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126786220;4;0;;ѕродольный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
126797690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126797740;4;0;;ѕродольный шов;Ћќ∆№;;;;;5,47;;;;;;;;;;;;;;;;
126808540;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126808590;4;3;;—пиральный шов;Ћќ∆№;;;;;2,30;;;;;;;;;;;;;;;;
126819640;4;3;;—пиральный шов;Ћќ∆№;;;;;10,30;;;;;;;;;;;;;;;;
126819690;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126819740;4;3;;—пиральный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
126831100;4;3;;—пиральный шов;Ћќ∆№;;;;;9,18;;;;;;;;;;;;;;;;
126831150;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126831200;4;3;;—пиральный шов;Ћќ∆№;;;;;6,00;;;;;;;;;;;;;;;;
126842550;4;3;;—пиральный шов;Ћќ∆№;;;;;3,17;;;;;;;;;;;;;;;;
126842600;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126842650;4;3;;—пиральный шов;Ћќ∆№;;;;;4,00;;;;;;;;;;;;;;;;
126853990;4;3;;—пиральный шов;Ћќ∆№;;;;;1,06;;;;;;;;;;;;;;;;
126854040;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126854090;4;3;;—пиральный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
126855370;2;0;; оррози€ ;Ћќ∆№;25;240; 10,0 ; 10,0 ;8,30;9,05;;;0;;;;;;;;;"ѕоперечна€ канавка; ";;;
126859570;2;6;;“ехнологический дефект;Ћќ∆№;1275;1005; 0,0 ; 0,0 ;1,48;4,30;;;0;;;;;;;;;»меютс€ признаки вышлифовки.;;;
126865470;4;3;;—пиральный шов;Ћќ∆№;;;;;12,18;;;;;;;;;;;;;;;;
126865520;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126865570;4;3;;—пиральный шов;Ћќ∆№;;;;;7,12;;;;;;;;;;;;;;;;
126876870;4;3;;—пиральный шов;Ћќ∆№;;;;;4,12;;;;;;;;;;;;;;;;
126876920;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126876970;4;3;;—пиральный шов;Ћќ∆№;;;;;12,00;;;;;;;;;;;;;;;;
126887980;4;3;;—пиральный шов;Ћќ∆№;;;;;7,54;;;;;;;;;;;;;;;;
126888030;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126888080;4;3;;—пиральный шов;Ћќ∆№;;;;;1,42;;;;;;;;;;;;;;;;
126899450;4;3;;—пиральный шов;Ћќ∆№;;;;;11,00;;;;;;;;;;;;;;;;
126899500;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126899550;4;0;;ѕродольный шов;Ћќ∆№;;;;;7,00;;;;;;;;;;;;;;;;
126911090;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126911140;4;3;;—пиральный шов;Ћќ∆№;;;;;5,35;;;;;;;;;;;;;;;;
126922380;4;3;;—пиральный шов;Ћќ∆№;;;;;2,23;;;;;;;;;;;;;;;;
126922430;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126922480;4;3;;—пиральный шов;Ћќ∆№;;;;;5,30;;;;;;;;;;;;;;;;
126933850;4;3;;—пиральный шов;Ћќ∆№;;;;;2,53;;;;;;;;;;;;;;;;
126933900;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126933950;4;3;;—пиральный шов;Ћќ∆№;;;;;2,17;;;;;;;;;;;;;;;;
126944820;4;3;;—пиральный шов;Ћќ∆№;;;;;9,48;;;;;;;;;;;;;;;;
126944870;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126944920;4;3;;—пиральный шов;Ћќ∆№;;;;;4,42;;;;;;;;;;;;;;;;
126956310;4;3;;—пиральный шов;Ћќ∆№;;;;;2,12;;;;;;;;;;;;;;;;
126956360;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126956410;4;3;;—пиральный шов;Ћќ∆№;;;;;9,00;;;;;;;;;;;;;;;;
126967810;4;3;;—пиральный шов;Ћќ∆№;;;;;6,24;;;;;;;;;;;;;;;;
126967860;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126967910;4;3;;—пиральный шов;Ћќ∆№;;;;;4,00;;;;;;;;;;;;;;;;
126979300;4;3;;—пиральный шов;Ћќ∆№;;;;;1,18;;;;;;;;;;;;;;;;
126979350;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126979400;4;3;;—пиральный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
126990790;4;3;;—пиральный шов;Ћќ∆№;;;;;1,36;;;;;;;;;;;;;;;;
126990840;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
126990890;4;3;;—пиральный шов;Ћќ∆№;;;;;11,18;;;;;;;;;;;;;;;;
127001150;4;3;;—пиральный шов;Ћќ∆№;;;;;4,24;;;;;;;;;;;;;;;;
127001200;0;0;;Ўов;Ћќ∆№;;;;;;;;;;;;;;;;;;;;;
127001250;4;3;;—пиральный шов;Ћќ∆№;;;;;3,42;;;;;;;;;;;;;;;;
